Entity Name,Entity Code,GAAP,Business Unit,Year,Period,Category,User GL code,User GL Description,Layers in CoA,Member, Column1 , Column2 , Column3 , Column4 , Column5 , Column6 , Column7 , Column8 , Column9 , Column10 , Column11 , Column12 , Column13 , Column14 , Column15 
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999001-D,Non-Current-Capital Advances-Doubtful,BS_GROUP,16635300,,,,,,16635300,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999001-P,Non-Current-Provision for capital advances-Doubtful,BS_GROUP,16635400,,,,,,16635400,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260003080,Advance to Inter company opex-Inter.Co-,BS_GROUP,16635500,,,,,,16635500,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999006,Non-Current-Others assets-Good,BS_GROUP,16636000,,,,,,16636000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999006-D,Non-Current-Other assets -Doubtful,BS_GROUP,16636100,,,,,,16636100,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999008,Non-Current-Advance to related party-Good,BS_GROUP,16637000,,,,,,16637000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265004020,Service Tax – Advance Paid a/c,BS_GROUP,16638000,,,,,,16638000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002050,Property Tax paid under protest,BS_GROUP,16638100,,,,,,16638100,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265005025,VAT PrePaid,BS_GROUP,16638200,,,,,,16638200,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999004,Non-Current-Balance with statutory authority-Good,BS_GROUP,16638300,,,,,,16638300,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002030,VAT Receivable - TDS,BS_GROUP,16638400,,,,,,16638400,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000021,Contract Assets Non-current,BS_GROUP,16639000,,,,,,16639000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000015,Non Current-Financial Guarntee Premium-Good,BS_GROUP,16641000,,,,,,16641000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265006030,Prepaid Expenses Financial guantee prem,BS_GROUP,16641100,,,,,,16641100,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999002,Non-Current-Advances to supplier and service provider-Good,BS_GROUP,16642000,,,,,,16642000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999002-P,Non-Current-Provision for advances to supplier and service provider-Doubtful,BS_GROUP,16642100,,,,,,16642100,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999002-D,Non-Current-  - Advances to supplier and service provider-Doubtful,BS_GROUP,16642200,,,,,,16642200,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999003,Non-Current-Other advances-Good,BS_GROUP,16643000,,,,,,16643000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999003-D,Non-Current-Advances other than capital advances-Doubtful,BS_GROUP,16643100,,,,,,16643100,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999009,Non-Current-Advance to employees-Good,BS_GROUP,16644000,,,,,,16644000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,180000235,Provision for Landfi,BS_GROUP,16645000,,,,,,16645000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,205000040,Advance Capital Expenditure - Outside REEL group,BS_GROUP,16646000,,,,,,16646000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_DTA,,,,,BS_DTA,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,225000005,Deferred Tax Assets,BS_GROUP,17000000,,,,,,17000000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,289999992,Deferred tax asset  (Net),BS_GROUP,17010000,,,,,,17010000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,17100000,,,,,,17100000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_TaxRecov,,,,,BS_LT_TaxRecov,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,17500000,,,,,,17500000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265001005,Advance Income Tax,BS_GROUP,17501000,,,,,,17501000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265001020,Income Tax -TP- Advance Paid A/c,BS_GROUP,17501100,,,,,,17501100,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002005,Income Tax Receivable,BS_GROUP,17501200,,,,,,17501200,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002010,TDS Receivable - Service Income,BS_GROUP,17501300,,,,,,17501300,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002020,TDS Receivable-Banks / FI,BS_GROUP,17501400,,,,,,17501400,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002025,TDS Receivable-Customers,BS_GROUP,17501500,,,,,,17501500,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002035,Tax Collected at Source (TCS) Receivabl,BS_GROUP,17501600,,,,,,17501600,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002040,Taxes & Duties Paid under Protest,BS_GROUP,17501700,,,,,,17501700,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002045,TDS Receivable - 80 IA,BS_GROUP,17501800,,,,,,17501800,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265002015,TDS Receivable - Customers,BS_GROUP,17501900,,,,,,17501900,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,269999991-C,Current-Advance income tax,BS_GROUP,17502000,,,,,,17502000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,269999992-C,Current-Tax paid under protest,BS_GROUP,17502100,,,,,,17502100,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,269999991,Non-Current-Advance income tax,BS_GROUP,17502200,,,,,,17502200,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,269999992,Non-Current-Tax paid under protest,BS_GROUP,17502300,,,,,,17502300,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265001025,Advance Income Tax-Adjustment,BS_GROUP,17502400,,,,,,17502400,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265001010,Minimum Alternate Tax (MAT) Credit,BS_GROUP,17502500,,,,,,17502500,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,280000001,MAT Credit,BS_GROUP,17502600,,,,,,17502600,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,17505000,,,,,,17505000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_OthAsset,,,,,BS_LT_OthAsset,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_FinAssets,,,,,,BS_LT_FinAssets,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001075,Investments - Loans and advances -debt,BS_GROUP,BS_LT_OthInvest,,,,,,,BS_LT_OthInvest,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18100000,,,,,,,,18100000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18120000,,,,,,,,18120000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18200000,,,,,,,,18200000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18220000,,,,,,,,18220000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18330000,,,,,,,,18330000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18335000,,,,,,,,18335000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18340000,,,,,,,,18340000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18345000,,,,,,,,18345000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18400000,,,,,,,,18400000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18405000,,,,,,,,18405000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18410000,,,,,,,,18410000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18500000,,,,,,,,18500000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18505000,,,,,,,,18505000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,E1619600,,,,,,,,E1619600,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,E1619700,,,,,,,,E1619700,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,E1619800,,,,,,,,E1619800,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_LoansRecGrp,,,,,,,BS_LT_LoansRecGrp,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,14800000,,,,,,,,14800000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,14820000,,,,,,,,14820000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,14850000,,,,,,,,14850000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,14900000,,,,,,,,14900000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,14910000,,,,,,,,14910000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,14920000,,,,,,,,14920000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,220002030,ICD - Loans -Adjustment,BS_GROUP,14921000,,,,,,,,14921000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000001,Non-Current-Loans to related parties,BS_GROUP,14921100,,,,,,,,14921100,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000002,Non-Current-Inter corporate deposits to related party,BS_GROUP,14921200,,,,,,,,14921200,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,220002045,Investments-Loans&advances-debt part-I-,BS_GROUP,14921300,,,,,,,,14921300,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000003,Non-Current-Loans to employees,BS_GROUP,14921400,,,,,,,,14921400,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000016,Non Current-Loans and advances to employees-Good,BS_GROUP,14921500,,,,,,,,14921500,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000004,Non-Current-Loans Others,BS_GROUP,14921600,,,,,,,,14921600,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_EquitySh,,,,,,,BS_LT_EquitySh,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18300000,,,,,,,,18300000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18305000,,,,,,,,18305000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,220001025,Investments others Unquoted,BS_GROUP,18310000,,,,,,,,18310000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18315000,,,,,,,,18315000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18325000,,,,,,,,18325000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18350000,,,,,,,,18350000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18355000,,,,,,,,18355000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,279999910,Non-Current-Current accounts Escrow,BS_GROUP,18350100,,,,,,,,18350100,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,279999909,Non-Current-Deposit with original maturity of more than 12 months,BS_GROUP,18350200,,,,,,,,18350200,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000012,Non Current-Long term bank deposit-Good,BS_GROUP,18350300,,,,,,,,18350300,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,255000000,Term Deposit-Escrow,BS_GROUP,18350400,,,,,,,,18350400,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,255303020,Axis Bank-919020076679000-Main (ESCROW),BS_GROUP,18350500,,,,,,,,18350500,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,255323010,Allahabad Bank-50500436819-Main(Escrow),BS_GROUP,18350600,,,,,,,,18350600,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,255303021,Axis Bank-919020076679000-Deposit(ESCROW),BS_GROUP,18350700,,,,,,,,18350700,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,255323011,Allahabad Bank-50500436819-Deposit(Escrow),BS_GROUP,18350800,,,,,,,,18350800,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,255000115,Term Deposit-Escrow,BS_GROUP,18350900,,,,,,,,18350900,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,255000120,Term Deposit- DSRA,BS_GROUP,18351000,,,,,,,,18351000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001015,Telephone Deposits,BS_GROUP,18351100,,,,,,,,18351100,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001010,Security Deposit - Others,BS_GROUP,18351200,,,,,,,,18351200,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001085,Security Deposit - Others-Advances to Liabili,BS_GROUP,18351300,,,,,,,,18351300,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001045,Sundry Deposits,BS_GROUP,18351400,,,,,,,,18351400,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001080,Security Deposit - Others-term deposits to Se,BS_GROUP,18351500,,,,,,,,18351500,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001005,Accommodation Deposits,BS_GROUP,18351600,,,,,,,,18351600,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001020,Electricity Deposits,BS_GROUP,18351700,,,,,,,,18351700,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240002030,Retention- Post closure,BS_GROUP,18351800,,,,,,,,18351800,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001040,Security Deposit with Creditors,BS_GROUP,18351900,,,,,,,,18351900,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,260001090,Security Deposit - Others-Adjustment,BS_GROUP,18352000,,,,,,,,18352000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000006,Non Current-Security Deposits-Good,BS_GROUP,18352100,,,,,,,,18352100,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240002045,Security Deposit - Others-NC-Adjustment,BS_GROUP,18352200,,,,,,,,18352200,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000009,Non Current-Receivable from service concession arrangement-Good,BS_GROUP,18352300,,,,,,,,18352300,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,149999906,Non current-Receivable from service concession arrangement,BS_GROUP,18352400,,,,,,,,18352400,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,265006025,Financial Asset- Grant Receivable,BS_GROUP,18352500,,,,,,,,18352500,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240002055,Receivable from SCA -C- Adjustment,BS_GROUP,18352600,,,,,,,,18352600,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000011,Non Current-Deposits - Others-Good,BS_GROUP,18352700,,,,,,,,18352700,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000011-D,Non Current-Deposits - Others-Doubtful,BS_GROUP,18352800,,,,,,,,18352800,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000013,Non Current-Earnest money deposit-Good,BS_GROUP,18352900,,,,,,,,18352900,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000013-D,Non Current-Earnest money deposit-Doubtful,BS_GROUP,18353000,,,,,,,,18353000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240000013-P,Non Current-Provision for EMD-Doubtful,BS_GROUP,18353100,,,,,,,,18353100,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,240002050,Tender/ EMD Deposit -Customer-NC-Adjust,BS_GROUP,18353200,,,,,,,,18353200,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,180000095,Provision for Earnest Money Deposit,BS_GROUP,18353300,,,,,,,,18353300,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,259999007,Non-Current-Earnest money deposit-Good,BS_GROUP,18353400,,,,,,,,18353400,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18365000,,,,,,,,18365000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_EqShFVOCI,,,,,,,,BS_LT_EqShFVOCI,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18320000,,,,,,,,,18320000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18360000,,,,,,,,,18360000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_EqShFVPL,,,,,,,,BS_LT_EqShFVPL,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18380000,,,,,,,,,18380000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18390000,,,,,,,,,18390000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_CurrComm,,,,,,,BS_LT_CurrComm,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18600000,,,,,,,,18600000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18610000,,,,,,,,18610000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18630000,,,,,,,,18630000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,E1869100,,,,,,,,E1869100,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,E1869200,,,,,,,,E1869200,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_DerivRecNHedge,,,,,,,BS_LT_DerivRecNHedge,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18650000,,,,,,,,18650000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18651000,,,,,,,,18651000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_DebtDrvRec3rd,,,,,,,BS_LT_DebtDrvRec3rd,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18700000,,,,,,,,18700000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18710000,,,,,,,,18710000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18730000,,,,,,,,18730000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,E1879100,,,,,,,,E1879100,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_DerivRecGrp,,,,,,,BS_LT_DerivRecGrp,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18620000,,,,,,,,18620000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18640000,,,,,,,,18640000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18645000,,,,,,,,18645000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_DebtDrvRecGrp,,,,,,,BS_LT_DebtDrvRecGrp,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18750000,,,,,,,,18750000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18760000,,,,,,,,18760000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_DrvAsstsNDNQAH,,,,,,,BS_LT_DrvAsstsNDNQAH,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18800000,,,,,,,,18800000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18810000,,,,,,,,18810000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,18820000,,,,,,,,18820000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_LT_NQE_Loans,,,,,,BS_LT_NQE_Loans,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,14600000,,,,,,,14600000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,14620000,,,,,,,14620000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_CurrAssets,,,,BS_CurrAssets,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,BS_GROUP,BS_ST_Invent,,,,,BS_ST_Invent,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003000,Stock - Steel,BS_GROUP,25000000,,,,,,25000000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003005,Stock - Cement,BS_GROUP,25000100,,,,,,25000100,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003010,Stock - POL,BS_GROUP,25000200,,,,,,25000200,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003015,Stock - Building Material,BS_GROUP,25000300,,,,,,25000300,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003020,Stock - Piping,BS_GROUP,25000400,,,,,,25000400,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003025,Stock - Chemicals & Reagents,BS_GROUP,25000500,,,,,,25000500,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003040,Stock - Liners,BS_GROUP,25000600,,,,,,25000600,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003195,Stock - Other raw materials,BS_GROUP,25000700,,,,,,25000700,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003200,Stock - Spares,BS_GROUP,25000800,,,,,,25000800,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003300,Stock - Consumables,BS_GROUP,25000900,,,,,,25000900,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003400,Stock - Tools tackles,BS_GROUP,25001000,,,,,,25001000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235008055,Stock-Liners (FI),BS_GROUP,25001100,,,,,,25001100,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003045,Stock-Recyclables,BS_GROUP,25001200,,,,,,25001200,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003035,Stock - Wood and Joineries,BS_GROUP,25001300,,,,,,25001300,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,235003210,Stock - Other raw materials-Adjustments,BS_GROUP,25001400,,,,,,25001400,,,,,,,,,
